              110000	SoftReset toggled from 1 to 0
              110000	C0Tx AlmFull toggled from 1 to 0
              110000	C1Tx AlmFull toggled from 1 to 0
            41645000	SoftReset toggled from 0 to 1
            41692500	SoftReset toggled from 1 to 0
-----------------------------------------------------
            41740000	MMIO map Allocated  (located /dev/shm//mmio.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c7a8000
		HW Physical Addr       = 0xe1ba00000
		HW CacheAligned Addr   = 0x386e8000
		Workspace Size (bytes) = 524288


-----------------------------------------------------
            41747500	UMAS Allocated  (located /dev/shm//umas.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2ab29000
		HW Physical Addr       = 0xb3f000000
		HW CacheAligned Addr   = 0x2cfc0000
		Workspace Size (bytes) = 2097152


-----------------------------------------------------
            41755000	UMSG Mode mask set to 0x0
            41777500	   	MMIORdReq   	000	0002	          8 bytes
            43802500	   	MMIORdReq   	024	0052	          8 bytes
            43815000	   	MMIORdRsp   	024	0000000000000000
            43852500	   	MMIORdReq   	025	0054	          8 bytes
            43865000	   	MMIORdRsp   	025	0000000000000000
-----------------------------------------------------
            43887500	Buffer 3 Allocated  (located /dev/shm//buf1.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c84b000
		HW Physical Addr       = 0xb04400000
		HW CacheAligned Addr   = 0x2c110000
		Workspace Size (bytes) = 4096


            43907500	   	MMIOWrReq   	  	0044	          8 bytes	0
-----------------------------------------------------
            43942500	Buffer 4 Allocated  (located /dev/shm//buf2.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c84a000
		HW Physical Addr       = 0x147aa00000
		HW CacheAligned Addr   = 0x51ea8000
		Workspace Size (bytes) = 4096


            43962500	   	MMIOWrReq   	  	0046	          8 bytes	0
-----------------------------------------------------
            43997500	Buffer 5 Allocated  (located /dev/shm//buf3.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c849000
		HW Physical Addr       = 0x721600000
		HW CacheAligned Addr   = 0x1c858000
		Workspace Size (bytes) = 4096


            44017500	   	MMIOWrReq   	  	0048	          8 bytes	0
-----------------------------------------------------
            44052500	Buffer 6 Allocated  (located /dev/shm//buf4.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c848000
		HW Physical Addr       = 0x62e200000
		HW CacheAligned Addr   = 0x18b88000
		Workspace Size (bytes) = 4096


            44072500	   	MMIOWrReq   	  	004a	          8 bytes	0
-----------------------------------------------------
            44107500	Buffer 7 Allocated  (located /dev/shm//buf5.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29800000
		HW Physical Addr       = 0x815400000
		HW CacheAligned Addr   = 0x20550000
		Workspace Size (bytes) = 4096


            44127500	   	MMIOWrReq   	  	0040	          8 bytes	0
-----------------------------------------------------
            44162500	Buffer 8 Allocated  (located /dev/shm//buf6.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2c847000
		HW Physical Addr       = 0xa4b800000
		HW CacheAligned Addr   = 0x292e0000
		Workspace Size (bytes) = 4096


            44182500	   	MMIOWrReq   	  	0042	          8 bytes	fcb212c0
-----------------------------------------------------
            44217500	Buffer 9 Allocated  (located /dev/shm//buf7.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29801000
		HW Physical Addr       = 0xc1ac00000
		HW CacheAligned Addr   = 0x306b0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44225000	Buffer 10 Allocated  (located /dev/shm//buf8.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29802000
		HW Physical Addr       = 0x63f800000
		HW CacheAligned Addr   = 0x18fe0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44232500	Buffer 11 Allocated  (located /dev/shm//buf9.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29803000
		HW Physical Addr       = 0x878e00000
		HW CacheAligned Addr   = 0x21e38000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44240000	Buffer 12 Allocated  (located /dev/shm//buf10.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29804000
		HW Physical Addr       = 0x1b40800000
		HW CacheAligned Addr   = 0x6d020000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44247500	Buffer 13 Allocated  (located /dev/shm//buf11.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29805000
		HW Physical Addr       = 0x872c00000
		HW CacheAligned Addr   = 0x21cb0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44255000	Buffer 14 Allocated  (located /dev/shm//buf12.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29806000
		HW Physical Addr       = 0x1c1f400000
		HW CacheAligned Addr   = 0x707d0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44262500	Buffer 15 Allocated  (located /dev/shm//buf13.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29807000
		HW Physical Addr       = 0xe7ac00000
		HW CacheAligned Addr   = 0x39eb0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44270000	Buffer 16 Allocated  (located /dev/shm//buf14.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29808000
		HW Physical Addr       = 0x1b24e00000
		HW CacheAligned Addr   = 0x6c938000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44277500	Buffer 17 Allocated  (located /dev/shm//buf15.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29809000
		HW Physical Addr       = 0x1e03e00000
		HW CacheAligned Addr   = 0x780f8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44285000	Buffer 18 Allocated  (located /dev/shm//buf16.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980a000
		HW Physical Addr       = 0xe76a00000
		HW CacheAligned Addr   = 0x39da8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44292500	Buffer 19 Allocated  (located /dev/shm//buf17.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980b000
		HW Physical Addr       = 0x115bc00000
		HW CacheAligned Addr   = 0x456f0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44300000	Buffer 20 Allocated  (located /dev/shm//buf18.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980c000
		HW Physical Addr       = 0x1e1be00000
		HW CacheAligned Addr   = 0x786f8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44307500	Buffer 21 Allocated  (located /dev/shm//buf19.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980d000
		HW Physical Addr       = 0x1409a00000
		HW CacheAligned Addr   = 0x50268000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44315000	Buffer 22 Allocated  (located /dev/shm//buf20.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980e000
		HW Physical Addr       = 0x1a4cc00000
		HW CacheAligned Addr   = 0x69330000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44322500	Buffer 23 Allocated  (located /dev/shm//buf21.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2980f000
		HW Physical Addr       = 0xf54c00000
		HW CacheAligned Addr   = 0x3d530000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44330000	Buffer 24 Allocated  (located /dev/shm//buf22.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29810000
		HW Physical Addr       = 0x1b1a000000
		HW CacheAligned Addr   = 0x6c680000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44337500	Buffer 25 Allocated  (located /dev/shm//buf23.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29811000
		HW Physical Addr       = 0x27be00000
		HW CacheAligned Addr   = 0x9ef8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44345000	Buffer 26 Allocated  (located /dev/shm//buf24.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29812000
		HW Physical Addr       = 0x855000000
		HW CacheAligned Addr   = 0x21540000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44352500	Buffer 27 Allocated  (located /dev/shm//buf25.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29813000
		HW Physical Addr       = 0x311e00000
		HW CacheAligned Addr   = 0xc478000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44360000	Buffer 28 Allocated  (located /dev/shm//buf26.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29814000
		HW Physical Addr       = 0x1e5ee00000
		HW CacheAligned Addr   = 0x797b8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44367500	Buffer 29 Allocated  (located /dev/shm//buf27.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29815000
		HW Physical Addr       = 0x1b73e00000
		HW CacheAligned Addr   = 0x6dcf8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44375000	Buffer 30 Allocated  (located /dev/shm//buf28.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29816000
		HW Physical Addr       = 0x370800000
		HW CacheAligned Addr   = 0xdc20000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44382500	Buffer 31 Allocated  (located /dev/shm//buf29.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29817000
		HW Physical Addr       = 0x539200000
		HW CacheAligned Addr   = 0x14e48000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44390000	Buffer 32 Allocated  (located /dev/shm//buf30.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29818000
		HW Physical Addr       = 0x328c00000
		HW CacheAligned Addr   = 0xca30000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44397500	Buffer 33 Allocated  (located /dev/shm//buf31.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29819000
		HW Physical Addr       = 0x677200000
		HW CacheAligned Addr   = 0x19dc8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44405000	Buffer 34 Allocated  (located /dev/shm//buf32.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981a000
		HW Physical Addr       = 0xc45400000
		HW CacheAligned Addr   = 0x31150000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44412500	Buffer 35 Allocated  (located /dev/shm//buf33.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981b000
		HW Physical Addr       = 0x1410e00000
		HW CacheAligned Addr   = 0x50438000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44420000	Buffer 36 Allocated  (located /dev/shm//buf34.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981c000
		HW Physical Addr       = 0x1050200000
		HW CacheAligned Addr   = 0x41408000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44427500	Buffer 37 Allocated  (located /dev/shm//buf35.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981d000
		HW Physical Addr       = 0xf2b600000
		HW CacheAligned Addr   = 0x3cad8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44435000	Buffer 38 Allocated  (located /dev/shm//buf36.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981e000
		HW Physical Addr       = 0x439800000
		HW CacheAligned Addr   = 0x10e60000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44442500	Buffer 39 Allocated  (located /dev/shm//buf37.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2981f000
		HW Physical Addr       = 0xf35600000
		HW CacheAligned Addr   = 0x3cd58000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44450000	Buffer 40 Allocated  (located /dev/shm//buf38.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29820000
		HW Physical Addr       = 0x1b6fe00000
		HW CacheAligned Addr   = 0x6dbf8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44457500	Buffer 41 Allocated  (located /dev/shm//buf39.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29821000
		HW Physical Addr       = 0x22d600000
		HW CacheAligned Addr   = 0x8b58000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44465000	Buffer 42 Allocated  (located /dev/shm//buf40.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29822000
		HW Physical Addr       = 0x1c26400000
		HW CacheAligned Addr   = 0x70990000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44472500	Buffer 43 Allocated  (located /dev/shm//buf41.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29823000
		HW Physical Addr       = 0x65aa00000
		HW CacheAligned Addr   = 0x196a8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44480000	Buffer 44 Allocated  (located /dev/shm//buf42.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29824000
		HW Physical Addr       = 0x1044200000
		HW CacheAligned Addr   = 0x41108000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44487500	Buffer 45 Allocated  (located /dev/shm//buf43.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29825000
		HW Physical Addr       = 0x1503600000
		HW CacheAligned Addr   = 0x540d8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44495000	Buffer 46 Allocated  (located /dev/shm//buf44.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29826000
		HW Physical Addr       = 0xb3d600000
		HW CacheAligned Addr   = 0x2cf58000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44502500	Buffer 47 Allocated  (located /dev/shm//buf45.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29827000
		HW Physical Addr       = 0x114a400000
		HW CacheAligned Addr   = 0x45290000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44510000	Buffer 48 Allocated  (located /dev/shm//buf46.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29828000
		HW Physical Addr       = 0x1e79c00000
		HW CacheAligned Addr   = 0x79e70000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44517500	Buffer 49 Allocated  (located /dev/shm//buf47.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29829000
		HW Physical Addr       = 0x105a00000
		HW CacheAligned Addr   = 0x4168000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44525000	Buffer 50 Allocated  (located /dev/shm//buf48.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982a000
		HW Physical Addr       = 0xf14600000
		HW CacheAligned Addr   = 0x3c518000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44532500	Buffer 51 Allocated  (located /dev/shm//buf49.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982b000
		HW Physical Addr       = 0x1620600000
		HW CacheAligned Addr   = 0x58818000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44540000	Buffer 52 Allocated  (located /dev/shm//buf50.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982c000
		HW Physical Addr       = 0x1e31000000
		HW CacheAligned Addr   = 0x78c40000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44547500	Buffer 53 Allocated  (located /dev/shm//buf51.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982d000
		HW Physical Addr       = 0xa01a00000
		HW CacheAligned Addr   = 0x28068000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44555000	Buffer 54 Allocated  (located /dev/shm//buf52.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982e000
		HW Physical Addr       = 0x44c000000
		HW CacheAligned Addr   = 0x11300000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44562500	Buffer 55 Allocated  (located /dev/shm//buf53.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2982f000
		HW Physical Addr       = 0x23e600000
		HW CacheAligned Addr   = 0x8f98000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44570000	Buffer 56 Allocated  (located /dev/shm//buf54.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29830000
		HW Physical Addr       = 0xb68400000
		HW CacheAligned Addr   = 0x2da10000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44577500	Buffer 57 Allocated  (located /dev/shm//buf55.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29831000
		HW Physical Addr       = 0x200e00000
		HW CacheAligned Addr   = 0x8038000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44585000	Buffer 58 Allocated  (located /dev/shm//buf56.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29832000
		HW Physical Addr       = 0x92b200000
		HW CacheAligned Addr   = 0x24ac8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44592500	Buffer 59 Allocated  (located /dev/shm//buf57.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29833000
		HW Physical Addr       = 0x213c00000
		HW CacheAligned Addr   = 0x84f0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44600000	Buffer 60 Allocated  (located /dev/shm//buf58.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29834000
		HW Physical Addr       = 0xa2a200000
		HW CacheAligned Addr   = 0x28a88000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44607500	Buffer 61 Allocated  (located /dev/shm//buf59.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29835000
		HW Physical Addr       = 0xc24200000
		HW CacheAligned Addr   = 0x30908000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44615000	Buffer 62 Allocated  (located /dev/shm//buf60.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29836000
		HW Physical Addr       = 0x1253e00000
		HW CacheAligned Addr   = 0x494f8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44622500	Buffer 63 Allocated  (located /dev/shm//buf61.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29837000
		HW Physical Addr       = 0x44dc00000
		HW CacheAligned Addr   = 0x11370000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44630000	Buffer 64 Allocated  (located /dev/shm//buf62.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29838000
		HW Physical Addr       = 0x152fe00000
		HW CacheAligned Addr   = 0x54bf8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44637500	Buffer 65 Allocated  (located /dev/shm//buf63.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29839000
		HW Physical Addr       = 0x1c0cc00000
		HW CacheAligned Addr   = 0x70330000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44645000	Buffer 66 Allocated  (located /dev/shm//buf64.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983a000
		HW Physical Addr       = 0x1b6a000000
		HW CacheAligned Addr   = 0x6da80000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44652500	Buffer 67 Allocated  (located /dev/shm//buf65.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983b000
		HW Physical Addr       = 0x429000000
		HW CacheAligned Addr   = 0x10a40000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44660000	Buffer 68 Allocated  (located /dev/shm//buf66.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983c000
		HW Physical Addr       = 0x1779000000
		HW CacheAligned Addr   = 0x5de40000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44672500	Buffer 69 Allocated  (located /dev/shm//buf67.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983d000
		HW Physical Addr       = 0x1b05c00000
		HW CacheAligned Addr   = 0x6c170000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44680000	Buffer 70 Allocated  (located /dev/shm//buf68.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983e000
		HW Physical Addr       = 0x861a00000
		HW CacheAligned Addr   = 0x21868000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44687500	Buffer 71 Allocated  (located /dev/shm//buf69.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2983f000
		HW Physical Addr       = 0x1b01000000
		HW CacheAligned Addr   = 0x6c040000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44695000	Buffer 72 Allocated  (located /dev/shm//buf70.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29840000
		HW Physical Addr       = 0x230000000
		HW CacheAligned Addr   = 0x8c00000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44702500	Buffer 73 Allocated  (located /dev/shm//buf71.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29841000
		HW Physical Addr       = 0x1b58c00000
		HW CacheAligned Addr   = 0x6d630000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44710000	Buffer 74 Allocated  (located /dev/shm//buf72.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29842000
		HW Physical Addr       = 0x65d800000
		HW CacheAligned Addr   = 0x19760000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44717500	Buffer 75 Allocated  (located /dev/shm//buf73.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29843000
		HW Physical Addr       = 0x54aa00000
		HW CacheAligned Addr   = 0x152a8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44725000	Buffer 76 Allocated  (located /dev/shm//buf74.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29844000
		HW Physical Addr       = 0x1503c00000
		HW CacheAligned Addr   = 0x540f0000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44732500	Buffer 77 Allocated  (located /dev/shm//buf75.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29845000
		HW Physical Addr       = 0x66f200000
		HW CacheAligned Addr   = 0x19bc8000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44740000	Buffer 78 Allocated  (located /dev/shm//buf76.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29846000
		HW Physical Addr       = 0x105d400000
		HW CacheAligned Addr   = 0x41750000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44747500	Buffer 79 Allocated  (located /dev/shm//buf77.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29847000
		HW Physical Addr       = 0x1825600000
		HW CacheAligned Addr   = 0x60958000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44755000	Buffer 80 Allocated  (located /dev/shm//buf78.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29848000
		HW Physical Addr       = 0x1010600000
		HW CacheAligned Addr   = 0x40418000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44762500	Buffer 81 Allocated  (located /dev/shm//buf79.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f29849000
		HW Physical Addr       = 0xa51a00000
		HW CacheAligned Addr   = 0x29468000
		Workspace Size (bytes) = 4096


-----------------------------------------------------
            44770000	Buffer 82 Allocated  (located /dev/shm//buf80.197970248288518) =>
		Host App Virtual Addr  = 0x7f3f2984a000
		HW Physical Addr       = 0x65f600000
